"id","orig_id","site"
"M1449","FT448","Velký Újezd u Kojatic-Za ústavem"
"M1450","34-11-04/2","Vémyslice-Na výhoně"
"M1451","FT49","Vémyslice-Stavové"
"M1452","24-24-15/7","Věrovany-Padělky"
"M1453","FT485","Ves Blížkovice-Dědictví"
"M1454","FT189","Vesce u Moravských Budějovic-U silničky"
"M1455","25-13-03/9","Veselíčko u Lipníka nad Bečvou-Vlčince"
"M1457","FT479","Vevčice-Nad vývozem"
"M1458","FT248","Vevčice-Vysoké Pšeničné"
"M1459","FT17","Veverská Bitýška-Člunky"
"M1460",NA,"Veverská Bitýška-Chmelníky"
"M1461","24-32-22/1","Veverské Knínice-Dlouhé díly"
"M1462","FT19","Veverské Knínice-Netušilky"
"M1463",NA,"Věžky-u hřbitova"
"M1464","24-42-03/10","Víceměřice-Padělky"
"M1465","24-44-06/9","Vícemilice-Baračka"
"M1466","24-44-06/9","Vícemilice-Písky"
"M1467","24-44-06/36","Vícemilice-U sv. Jána"
"M1468","24-23-10/9","Vícov-Výmoly"
"M1469","24-23-10/13","Vícov-Zábrančí"
"M1470","24-24-21/2, 42","Vincencov-Kopaniny"
"M1471","24-24-17/31","Vincencov-obec"
"M1472","24-41-23/21","Vítovice-Padělky"
"M1473","35-11-09/3","Vlčnov-Dřínky"
"M1474","35-11-04/3","Vlčnov-Pod Hájkom"
"M1475","24-34-20/10","Vojkovice u Židlochovic-Vojkovické nivy"
"M1476",NA,"Vrádište-Rubanice"
"M1477",NA,"Vrahovice-Trávníky"
"M1478","24-24-22/7","Vranovice-Háj"
"M1479","24-24-22/7","Vranovice-Vranovický Háj"
"M1480","FT449","Vratěnín-U kola"
"M1481",NA,"Vrbátky-Na panském"
"M1482",NA,"Vrbice u Velkých Pavlovic-Famílie"
"M1483","24-42-09/9","Vrchoslavice-Za hrobárňó"
"M1484","24-42-09/11","Vrchoslavice-zemědělské družstvo"
"M1485","24-22-25/10","Vsisko-Sklípky"
"M1486","24-32-03/2","Všechovice u Tišnova-Rybníky"
"M1487",NA,"Všetuly-Palackého"
"M1488",NA,"Všetuly-Zdražilovsko"
"M1489","23-44-08/6","Výčapy-Kovandy"
"M1490","23-44-09/2","Výčapy-Strážnice"
"M1491","FT190","Výčapy-Zátoka"
"M1492","34-11-12/10; 34-11-12/11","Výrovice-Na Brtníku"
"M1493","34-11-12/10","Výrovice-Na kopci"
"M1494","34-11-12/11","Výrovice-Nad skalkami"
"M1495","34-11-12/14","Výrovice-Velká skála"
"M1496",NA,"Vysočany u Znojma-Kochovo pole"
"M1497","33-22-06/1","Vysočany u Znojma-Palliardiho hradisko"
"M1498","FT450","Vysočany u Znojma-U rybníka"
"M1499","24-42-11/1","Vyškov-Markova cihelna"
"M1500","315","Waidendorf-Buhuberg"
"M1501","579","Waidendorf-Kridlwiesen"
"M1502",NA,"Waidendorf-Niklassee"
"M1503",NA,"Waidendorf-Unteres Marchfeld"
"M1504","223","Waltersdorf an der March-Honifäcker"
"M1505",NA,"Waltersdorf an der March-Langes Feld"
"M1506","697","Wetzelsdorf-"
"M1507","709","Wilfersdorf-Kirchbergen"
"M1508","326,368, 1009","Wilhelmsdorf-Gratzln"
"M1509","465?","Wolfsbach-Hofstätten"
"M1510","466","Wolfsbach-Langmais-Irren"
"M1511","77, 1071","Wultendorf-Angerl"
"M1512",NA,"Zábrdovice-areál Zbrojovky"
"M1513",NA,"Zábrdovice-Přadlácká"
"M1514","14-44-11/14","Zadní Újezd-Holubice"
"M1515","14-44-11/12","Zadní Újezd-intravilán"
"M1516","14-44-11/13","Zadní Újezd-Za humny"
"M1517",NA,"Záhlinice-intravilán"
"M1518",NA,"Záhlinice-U mlýna"
"M1519",NA,"Záhorská Bystrica-Devínske jazero"
"M1520",NA,"Záhorská Bystrica-Dievčí hrádok"
"M1521",NA,"Záhorská Bystrica-Krče"
"M1522",NA,"Záhorská Bystrica-Mást-Hrachovisko"
"M1523",NA,"Záhorská Bystrica-Westpark I"
"M1524",NA,"Záhorská Ves-hospodársky dvor JRD"
"M1525",NA,"Záhorská Ves-JV obce"
"M1526","34-23-02/21","Zaječí-štěrkovna"
"M1527","FT272","Zakřany-Padělky u hřbitova"
"M1528","FT434","Zálesí u Bítova-Kopanina"
"M1529","FT374","Zástřizly-Luky"
"M1530","FT437","Zástřizly-Záviška"
"M1531","24-42-19/5","Zborovice-Obora"
"M1532","FT228","Zbýšov u Oslavan-důl Anna"
"M1533","24-23-05/10","Zdětín na Moravě-Malá strana"
"M1534","24-42-25/2","Zdounky-Čtvrtě za chobotem"
"M1535","24-42-25/1","Zdounky-Ke Světlé"
"M1536","748","Zellerndorf-Ziegelei Hofstätter"
"M1537","A41","Zettlitz-Hofäcker"
"M1538","833","Ziernreith-Lissl"
"M1539","834","Zissersdorf-Käferäcker"
"M1540","25-33-16/1","Zlechov-Díly"
"M1541","34-11-21/8","Znojmo-Hradiště"
"M1542","FT238","Znojmo-Hradiště-Goldberg"
"M1543","FT237","Znojmo-Hradiště-Velké panské"
"M1544","FT246","Znojmo-město-Hakenova"
"M1545",NA,"Znojmo-město-Horní náměstí"
"M1546","34-11-21/1","Znojmo-město-Hradní ul."
"M1547","34-11-21/5","Znojmo-město-Novosady"
"M1548",NA,"Znojmo-město-Pazderky"
"M1549","FT171","Znojmo-město-Pazderky II"
"M1550",NA,"Znojmo-město-U pramenů"
"M1551",NA,"Zohor-Piesky"
"M1552",NA,"Zvole u Zábřeha-stavba silnice"
"M1553","644, 645, 646","Zwerndorf-"
"M1554","749","Zwerndorf-Dornparz"
"M1555","643","Zwerndorf-Untere Scheibäcker"
"M1556","24-32-24/15","Žabovřesky-Šmejkalova"
"M1557","34-22-03/1","Žádovice-Dolní újezd"
"M1558","24-43-25/2","Žarošice-Oulehle"
"M1559","24-43-25/7","Žarošice-Vrchní mlýn"
"M1560","24-23-15/7","Žárovice-Poddubí"
"M1561","24-23-15/11","Žbánov-Hradisko"
"M1562","24-23-10/16","Žbánov-Terasa nad Hloučelou"
"M1563","24-32-23/11","Žebětín-Čihadla"
"M1564","24-32-23/3","Žebětín-Na Drdi"
"M1565","FT230","Žebětín-Pekárna"
"M1566","24-32-23/2","Žebětín-U křivé borovice"
"M1567","25-13-13/4","Želatovice u Přerova-Remíz"
"M1568","24-42-02/1","Želeč na Hané-Holcasy"
"M1569","24-42-02/2","Želeč na Hané-Ondrácko"
"M1570","24-42-02/11","Želeč na Hané-Široké"
"M1571","14-44-18/4","Želechovice u Uničova-intavilán"
"M1572","14-44-18/4","Želechovice u Uničova–obec"
"M1573","24-34-14/8","Želešice-Dvorecké"
"M1574","FT253","Želešice-V hojnarkách"
"M1575","24-32-02/2","Železné-Hradisko"
"M1576",NA,"Železné-Záhomí"
"M1577","24-22-23/5","Žerůvky-intravilán"
"M1578",NA,"Žerůvky-Ve starých trávníkách"
"M1579",NA,"Žerůvky-Vyškrábané"
"M1580",NA,"Židenice-cihelna"
"M1581","25-31-04/8","Žopy-Hrabí"
"M1582",NA,"Žopy-Nad debří"
"M1583",NA,"Židenice-Táborská"
"M1584","N","Ždánice-Pašerova bouda"
"M1585","N","Snovídky-V hlubině"
