id,orig_id,region,site,site_note,note,in_analysis
M1304,FT493,BO,Syrovice-Malé pole,NA,NA,TRUE
M1305,34-21-21/29,BV,Šakvice-Štěpničky,"Štěpnické louky, Na zelenině","sbírky RMM, př.č. 78/06",TRUE
M1306,34-22-11/8,HO,Šardice-Areál Ústředního zásobníku,"Újezdy, Areál Ústředního zásobníku,","střepy většinou z jedné nádoby, ;+ citovat Kazdová 1998",TRUE
M1307,34-22-06/6,HO,Šardice-intavilán,zahrady č. 15,NA,TRUE
M1308,34-22-11/4,HO,Šardice-Na pískách,"Písky, Újezdy, Šináglova pískovna, Mokroňovsko,","i k.ú Hovorany, býv. Pískovna, hned vedle FVE",TRUE
M1309,34-22-11/4,HO,Šardice-Šinogrova pískovna,"Písky, Mokroňovsko, i k.ú. Hovorany",NA,TRUE
M1310,34-13-06/1,ZN,Šatov-Cihelna,Grüblerova cihelna,NA,TRUE
M1311,24-21-21/2,BK,Šebetov-U Mořicova dvora,Baba,NA,TRUE
M1312,23-44-13/17,TR,Šebkovice-Holeček,U Holečka,NA,TRUE
M1313,23-44-08/2,TR,Šebkovice-U Újezdského mlýna,Verdun,NA,TRUE
M1314,NA,PR,Šišma - východně od obce,NA,NA,TRUE
M1315,25-13-09/7,PR,Šišma-Amerika,"Šišma III., Obransko, I k.ú. Pavlovice u Přerova",NA,TRUE
M1316,25-13-14/8,PR,Šišma-Domovina,Šišma II.,NA,TRUE
M1317,25-13-14/6,PR,Šišma-Domovina II,Šišma V.,NA,TRUE
M1318,FT87,BV,Šitbořice-Pod Líchama,NA,NA,TRUE
M1319,NA,BO,Šlapanice u Brna-Brněnská pole,NA,NA,TRUE
M1320,24-43-01/24,BO,Šlapanice u Brna-Dílky,skládka /Tondach,Šlapanice,TRUE
M1321,24-43-01/12,BO,Šlapanice u Brna-Na Puštoře,Puštoř,NA,TRUE
M1322,24-43-01/17,BO,Šlapanice u Brna-Nad zámkem,NA,datace do LgK I dle SAS,TRUE
M1323,23-44-09/1,TR,Štěpánovice u Jaroměřic nad Rokytnou-Niva,"U žabíka, Polodíly, Panská niva",NA,TRUE
M1324,23-44-09/4,TR,Štěpánovice u Jaroměřic nad Rokytnou-okolo Vacenovického potoka,"okolo potůčku a nového rybníka, i k.ú Vacenovice",datace do LgK dle SAS,TRUE
M1325,FT188,TR,Štěpánovice u Jaroměřic nad Rokytnou-za dvorem,Štěpánovice II,NA,TRUE
M1326,33-22-13/1,ZN,Štítary na Moravě-U Helenina dvora,Buchan,"JMZ, v NZ č.j. 808/65 se uvádí MMK I",TRUE
M1327,24-34-04/4,BM,Štýřice-Polní,areál nemocnice U milosrdných bratří,NA,TRUE
M1328,FT471,BM,Štýřice-Vídeňská ul.,NA,Archaia,TRUE
M1329,NA,UH,Šumice u Uherského Brodu-U jezer,NA,NA,TRUE
M1330,NA,ZN,Šumná-Na nivě,NA,NA,TRUE
M1331,"14-44-07/7,14-44-07/10",OC,Šumvald-rybník,NA,lahev s límcem,TRUE
M1332,35-11-17/3,HO,Tasov nad Veličkou-Mezi potoky,NA,NA,TRUE
M1333,NA,HO,Tasov nad Veličkou-Pod Radošovem,"Čtvrtky, Radošiny",NA,TRUE
M1334,24-43-11/7,BO,Telnice u Brna-cihelna,cihelna u dráhy za kostelem,Belcredi a kol.,TRUE
M1335,24-43-11/6,BO,Telnice u Brna-Nad Krakovcem,"Na Krakovci, ul. Hliníky",MZM,TRUE
M1336,34-11-23/3,ZN,Těšetice u Znojma-Ruská,"Ruska ulice, u Hlouškových",NA,TRUE
M1337,34-11-23/6,ZN,Těšetice u Znojma-Za kostelem,Palliardiho cihelna,Podborský 1970,TRUE
M1338,35-12-01/4,UH,Těšov-Bažantnice,NA,NA,TRUE
M1339,25-34-21/4,UH,Těšov-Losky,NA,NA,TRUE
M1340,FT26,BO,Tetčice-Kříby,NA,NA,TRUE
M1341,FT25,BO,Tetčice-Podhorka,V zahradkach,NA,TRUE
M1342,NA,MI,Thomasl-,NA,NA,TRUE
M1343,NA,BO,Tišnov-Černohorská ul.,Dlouhá ul.,NA,TRUE
M1344,NA,BO,Tišnov-Wagnerova,NA,NA,TRUE
M1345,24-42-08/21,PV,Tištín-Díly od Ivanovic,NA,NA,TRUE
M1346,NA,ZL,Tlumačov na Moravě-Kopce,NA,NA,TRUE
M1347,NA,ZL,Tlumačov na Moravě-Kráčiny,NA,NA,TRUE
M1348,NA,ZL,Tlumačov na Moravě-Slivotín,NA,NA,TRUE
M1349,24-42-11/29,VY,Topolany u Vyškova-Padělky za dědinou,NA,NA,TRUE
M1350,NA,UH,Topolná-Osičná,NA,NA,TRUE
M1351,NA,PR,Tovačov - město,NA,NA,TRUE
M1352,24-24-15/5,PR,Tovačov-cihelna na Hraďouchu,"Nad hliníkem, U pomníku, U kamenného kříže",NA,TRUE
M1353,NA,BO,Trboušany-V Olších,NA,NA,TRUE
M1354,NA,PR,Trnávka u Lipníka nad Bečvou-Hyk,NA,"25-11-24, 228Z, 48J",TRUE
M1355,NA,BM,Trnitá-Dornych,"Mlýnská, Spálená",NA,TRUE
M1356,NA,BM,Trnitá-ul.Trnitá,Vaňkovka,NA,TRUE
M1357,14-44-07/4,OC,Troubelice-Padělky,Brossahöhe,NA,TRUE
M1358,NA,BO,Troubsko-Bažantnice,Polní ul.,NA,TRUE
M1359,FT293,BO,Troubsko-Za silnicí,NA,ověřit v muzeu (Šlapanice?),FALSE
M1360,34-11-03/2,ZN,Trstěnice u Moravského Krumlova-Kleštěnec,NA,NA,TRUE
M1361,25-13-02/2,OC,Tršice-Nad dolním mlýnem,U prostředního mlýna,NA,TRUE
M1362,25-11-22/1,OC,Tršice-Padělky,Nad rybníkem,NA,TRUE
M1363,25-13-02/3,OC,Tršice-Za hruškou,Pazdernice,NA,TRUE
M1364,33-22-01/5,TR,Třebelovice-Lovětice,Zadní k Újezdu,+ Bartík 2015,TRUE
M1365,FT446,TR,Třebelovice-Nádavky,NA,NA,TRUE
M1366,FT447,TR,Třebelovice-Palovce,NA,NA,TRUE
M1367,25-31-09/10,KM,Třebětice-Koleno,NA,NA,TRUE
M1368,NA,UH,Tučapy-Nad horkami,NA,NA,TRUE
M1369,FT48,ZN,Tulešice-Za zahradou,Na dlouhých záhonech,NA,TRUE
M1370,25-13-19/11,PR,Turovice-Díly za vodou,NA,NA,TRUE
M1371,24-43-02/13,BO,Tvarožná-Pod kopci,NA,LnK obecně,TRUE
M1372,NA,BO,Tvarožná-Santon,zahrada p. Vandy,NA,TRUE
M1373,24-43-02/32,BO,Tvarožná-U Sofra,"U kříže, Tvarožná III",NA,TRUE
M1374,24-41-22/45,BO,Tvarožná-Vinohrady,NA,lengyel???,TRUE
M1375,24-43-02/12,BO,Tvarožná-Záhumení,Za humny,NA,TRUE
M1376,FT257,ZN,Tvořihráz-Louky,Za stodolami,NA,TRUE
M1377,34-11-17/10,ZN,Tvořihráz-Pod sedleckými,Tvořihráz VIII,NA,TRUE
M1378,FT327,ZN,Tvořihráz-U lisovny,Tvořihráz VII,NA,TRUE
M1379,34-21-06/4,BV,Uherčice u Hustopečí-Prostřední nad silnicí,NA,NA,TRUE
M1380,35-11-05/6,UH,Uherský Brod-Katovka,NA,+ Vaškových,TRUE
M1381,35-11-05/8,UH,Uherský Brod-Kyčkov,NA,NA,TRUE
M1382,25-33-25/4,UH,Uherský Brod-Náklady,"Za hájom, Odjatá",NA,TRUE
M1383,24-21-16/10,BK,Uhřice u Boskovic-kravín JZD,NA,NA,TRUE
M1384,14-43-19/5,SU,Újezd u Mohelnice-intravilán,NA,NA,TRUE
M1385,14-43-19/7,SU,Újezd u Mohelnice-Na širokých,K Žádlovicím,NA,TRUE
M1386,14-43-19/5,SU,Újezd u Mohelnice-severní okraj vsi,NA,NA,TRUE
M1387,14-43-19/6,SU,Újezd u Mohelnice-U Horních Krčem,Zemědělský podnik,NA,TRUE
M1388,14-44-18/9,OC,Újezd u Uničova-K Žerotínu,NA,NA,TRUE
M1389,25-34-21/2,UH,Újezdec u Luhačovic-Kopánky,NA,NA,TRUE
M1390,25-34-21/6,UH,Újezdec u Luhačovic-Lány,"Padělky, Díly, U Žlebca",NA,TRUE
M1391,34-11-17/2,ZN,Únanov-Padělky,nad rybníkem,NA,TRUE
M1392,34-11-17/4,ZN,Únanov-Polodíly,Unanov VII,NA,TRUE
M1393,24-22-07/13,OC,Unčovice-Kříby,i.k.ú. Rozvadovice,NA,TRUE
M1394,14-44-17/11,OC,Uničov-Mezi silnicemi,NA,NA,TRUE
M1395,14-44-17/10,OC,Uničov-Šibeniční vrch,"Šibeník, Galgenberg",NA,TRUE
M1396,NA,OC,Uničov-U kravína,NA,+ info P. Kalábková,TRUE
M1397,14-44-12/7,OC,Uničov-Za drahou,NA,NA,TRUE
M1399,313,HORN,Untermixnitz-Droschelsau,NA,NA,TRUE
M1400,325,HORN,Untermixnitz-Hungerfeld,NA,NA,TRUE
M1401,258,HORN,Untermixnitz-Lißen,"Lüsse, Daumäckern, Ebrechtsäcker, Feldwiese, Felberäcker",NA,TRUE
M1402,869,HORN,Unterthürnau-Heide,Jagabründs,NA,TRUE
M1403,24-24-16/35,PV,Určice-Dlouhé Kluče,"Výkluče, Kluče",NA,TRUE
M1404,24-24-16/30,PV,Určice-Golštýn-Charbovec,NA,NA,TRUE
M1405,24-24-16/33,PV,Určice-Hájové,Háječky,NA,TRUE
M1406,24-24-16/30,PV,Určice-Horní Golštýn,Golštýn-Charbovec,NA,TRUE
M1407,24-24-16/31,PV,Určice-Klementky,NA,NA,TRUE
M1408,24-24-16/39,PV,Určice-Kopaniny,NA,NA,TRUE
M1409,"24-24-16/40, 59",PV,Určice-Kumberky,NA,NA,TRUE
M1410,24-24-17/5,PV,Určice-Nivky,U větráku,NA,TRUE
M1411,NA,PV,Určice-Sedliska,Určická niva,NA,TRUE
M1412,24-24-17/2,PV,Určice-Záhumení,Dvorské,NA,TRUE
M1413,24-24-16/32,PV,Určice-Zelená zmola,NA,NA,TRUE
M1414,14-43-15/1,SU,Úsov-město-Na úsovském,NA,"Daňhel, M. 2014a: Archeologické lokality a nálezy z katastru Úsova. Střední Morava 37, 49–69.",TRUE
M1415,14-44-11/6,SU,Úsov-město-Okroužky,NA,NA,TRUE
M1416,14-44-11/3,SU,Úsov-město-Ovčár,NA,Pravěk Mohelnicka,TRUE
M1417,NA,SU,Úsov-město-Pod Křížovou horou,NA,NA,TRUE
M1418,24-22-18/5,OC,Ústín-Nad Spálencem,"Trávník, Díly nad kovárnou",NA,TRUE
M1419,25-11-21/6,OC,Vacanovice-Zápotočí,NA,NA,TRUE
M1420,FT99,TR,Vacenovice-Polodíly,NA,NA,TRUE
M1421,FT111,TR,Vacenovice-U studně,"U Demarkovy stodoly, U zabitého, Vacenovice V, Na zabitých",MZM,TRUE
M1422,NA,BK,Vanovice-Boří,NA,NA,TRUE
M1423,24-12-25/5,BK,Vanovice-Nad rozpadlou,"Na Brodcích, Na Bročcích, někdejší zahradnictví F. Vlka",NA,TRUE
M1424,NA,UH,Vážany u Uherského Hradiště-Padělky u Divoků,"Padělky u Divoka, Divoky",NA,TRUE
M1425,FT460,ZN,Vedrovice-Draždík,NA,NA,TRUE
M1426,34-12-01/14,ZN,Vedrovice-Široká u lesa/Za dvorem,"Vedrovice-Široká u lesa, Dófilka, Dvoufilka",NA,TRUE
M1427,34-12-01/7,ZN,Vedrovice-U kostela,"Za kostelem, u kostela",NA,TRUE
M1428,FT461,ZN,Vedrovice-Vanecká,NA,NA,TRUE
M1429,FT166,ZN,Vedrovice-Za sádkem,uváděno jako Vedrovice,NA,TRUE
M1430,24-41-22/34,BO,Velatice-Padělky,"Velatický široký, Kouty, Široké zahrádky, zahrádky, Horákov-U kříže, Podolí-V hlavách",NA,TRUE
M1431,24-43-02/61,BO,Velatice-Prostřední velikonoce,NA,datace do LgK I dle SAS,TRUE
M1432,24-41-22/58,BO,Velatice-Velatické vrchy,NA,"Lengyel,",TRUE
M1433,NA,UH,Velehrad-Rákoš,Dolní Rákoš,viděl v MZM,TRUE
M1434,24-43-03/23,VY,Velešovice-Padělky,NA,NA,TRUE
M1435,24-43-03/20,VY,Velešovice-Půllány za mlýnem,trasa dálnice,NA,TRUE
M1436,25-11-16/14,OC,Velká Bystřice-obec,NA,NA,TRUE
M1437,NA,OC,Velká Bystřice-Přední trávníky,NA,NA,TRUE
M1438,34-21-24/2,BV,Velké Bílovice-Zimarky,"Zejmarky, Frejunky,",RMM A 1790-1807,TRUE
M1439,NA,BV,Velké Hostěrádky-Klouč,NA,NA,TRUE
M1440,NA,BV,Velké Hostěrádky-Skřípov,NA,NA,TRUE
M1441,FT94,BV,Velké Němčice-Nová Ves,NA,NA,TRUE
M1442,24-21-11/23,BK,Velké Opatovice 2,NA,NA,TRUE
M1443,24-21-11/22,BK,Velké Opatovice-Strážnice,"Pod Strážnicí, intravilán",NA,TRUE
M1444,34-21-18/5,BV,Velké Pavlovice-Na hrúdkách,NA,NA,TRUE
M1445,FT440,TR,Velký Dešov-U Vlčáku,NA,NA,TRUE
M1446,24-22-25/4,OC,Velký Týnec-Prostřední a Zadní hony (díly),NA,NA,TRUE
M1447,25-11-21/2,OC,Velký Týnec–Nivy,"Hráč, Prečanovo pole",NA,TRUE
M1448,FT449,TR,Velký Újezd u Kojatic-Na volských,"Volská, Stráně",+ Bartík 2015,TRUE
M1449,FT448,TR,Velký Újezd u Kojatic-Za ústavem,NA,NA,TRUE
M1450,34-11-04/2,ZN,Vémyslice-Na výhoně,Na výhonech.,MZM,TRUE
M1451,FT49,ZN,Vémyslice-Stavové,Za vodou,NA,TRUE
M1452,24-24-15/7,OC,Věrovany-Padělky,Věrovanské padělky,NA,TRUE
M1453,FT485,ZN,Ves Blížkovice-Dědictví,Magnetky,NA,TRUE
M1454,FT189,TR,Vesce u Moravských Budějovic-U silničky,NA,NA,TRUE
M1455,25-13-03/9,PR,Veselíčko u Lipníka nad Bečvou-Vlčince,"Zámecký kopec, Končiny",NA,TRUE
M1456,34-22-01/2,HO,Věteřov-Nové hory,Lysé hory,NA,FALSE
M1457,FT479,ZN,Vevčice-Nad vývozem,Za školou,NA,TRUE
M1458,FT248,ZN,Vevčice-Vysoké Pšeničné,Pod horkou,NA,TRUE
M1459,FT17,BO,Veverská Bitýška-Člunky,NA,NA,TRUE
M1460,NA,BO,Veverská Bitýška-Chmelníky,NA,NA,TRUE
M1461,24-32-22/1,BO,Veverské Knínice-Dlouhé díly,NA,NA,TRUE
M1462,FT19,BO,Veverské Knínice-Netušilky,NA,NA,TRUE
M1463,NA,KM,Věžky-u hřbitova,NA,NA,TRUE
M1464,24-42-03/10,PV,Víceměřice-Padělky,"Zadní Padělky, Padělky nad Broděnkou, Podíly, Záplety",NA,TRUE
M1465,24-44-06/9,VY,Vícemilice-Baračka,"Přední půllány, i katastr Klobouček",NA,TRUE
M1466,24-44-06/9,VY,Vícemilice-Písky,Baračka,NA,TRUE
M1467,24-44-06/36,VY,Vícemilice-U sv. Jána,Nad sv. Janem,"v MZM mladý lengyel Pa 408/82, fáze MMK Ib, i.č. 216-249",TRUE
M1468,24-23-10/9,PV,Vícov-Výmoly,Žlebce a výmoly,NA,TRUE
M1469,24-23-10/13,PV,Vícov-Zábrančí,NA,NA,TRUE
M1470,"24-24-21/2, 42",PV,Vincencov-Kopaniny,"Kamenice, i k.ú. Otaslavice",NA,TRUE
M1471,24-24-17/31,PV,Vincencov-obec,NA,NA,TRUE
M1472,24-41-23/21,VY,Vítovice-Padělky,Hradištko. Újezd,NA,TRUE
M1473,35-11-09/3,HO,Vlčnov-Dřínky,"i k.ú Hluk, Dolní Němčí",NA,TRUE
M1474,35-11-04/3,HO,Vlčnov-Pod Hájkom,"Pod Hájem, U Hyblova kříže, Mezi potoky, Za dvorem",NA,TRUE
M1475,24-34-20/10,BO,Vojkovice u Židlochovic-Vojkovické nivy,NA,NA,TRUE
M1476,NA,SK,Vrádište-Rubanice,NA,NA,TRUE
M1477,NA,PV,Vrahovice-Trávníky,NA,NA,TRUE
M1478,24-24-22/7,PV,Vranovice-Háj,V háji,NA,TRUE
M1479,24-24-22/7,PV,Vranovice-Vranovický Háj,"Háj, V háji",NA,TRUE
M1480,FT449,ZN,Vratěnín-U kola,NA,NA,TRUE
M1481,NA,PV,Vrbátky-Na panském,NA,chybné souřadnice v článku,TRUE
M1482,NA,BV,Vrbice u Velkých Pavlovic-Famílie,NA,NA,TRUE
M1483,24-42-09/9,PV,Vrchoslavice-Za hrobárňó,"chmelnice p. Jaška, u nového hřbitova, nad Mořickou silnicí, nad silnicí do Mořic,",NA,TRUE
M1484,24-42-09/11,PV,Vrchoslavice-zemědělské družstvo,Dlouhá Ves,NA,TRUE
M1485,24-22-25/10,OC,Vsisko-Sklípky,i k.ú. Velký Týnec,NA,TRUE
M1486,24-32-03/2,BO,Všechovice u Tišnova-Rybníky,Pod vinohradem,NA,TRUE
M1487,NA,KM,Všetuly-Palackého,NA,NA,TRUE
M1488,NA,KM,Všetuly-Zdražilovsko,Kuraray Europe Moravia,NA,TRUE
M1489,23-44-08/6,TR,Výčapy-Kovandy,Panské pole,NA,TRUE
M1490,23-44-09/2,TR,Výčapy-Strážnice,Výčapy II.,NA,TRUE
M1491,FT190,TR,Výčapy-Zátoka,Výčapy I.,NA,TRUE
M1492,34-11-12/10; 34-11-12/11,ZN,Výrovice-Na Brtníku,"Výrovice II, III",NA,TRUE
M1493,34-11-12/10,ZN,Výrovice-Na kopci,Výrovice II,NA,TRUE
M1494,34-11-12/11,ZN,Výrovice-Nad skalkami,Výrovice III,NA,TRUE
M1495,34-11-12/14,ZN,Výrovice-Velká skála,Za zmolami,NA,TRUE
M1496,NA,ZN,Vysočany u Znojma-Kochovo pole,NA,NA,TRUE
M1497,33-22-06/1,ZN,Vysočany u Znojma-Palliardiho hradisko,NA,NA,TRUE
M1498,FT450,ZN,Vysočany u Znojma-U rybníka,"Za rybníkem, Březová seč",NA,TRUE
M1499,24-42-11/1,VY,Vyškov-Markova cihelna,NA,NA,TRUE
M1500,315,GF,Waidendorf-Buhuberg,Unteres Marchfeld,NA,TRUE
M1501,579,GF,Waidendorf-Kridlwiesen,NA,NA,TRUE
M1502,NA,GF,Waidendorf-Niklassee,NA,NA,TRUE
M1503,NA,GF,Waidendorf-Unteres Marchfeld,NA,NA,TRUE
M1504,223,GF,Waltersdorf an der March-Honifäcker,"Unteres Feld, Langes Feld",NA,TRUE
M1505,NA,GF,Waltersdorf an der March-Langes Feld,NA,NA,TRUE
M1506,697,MI,Wetzelsdorf-,NA,NA,TRUE
M1507,709,MI,Wilfersdorf-Kirchbergen,NA,NA,TRUE
M1508,"326,368, 1009",MI,Wilhelmsdorf-Gratzln,NA,2x KGA,TRUE
M1509,465?,HORN,Wolfsbach-Hofstätten,Wolfsbach I  (Soldatenkreutz?),NA,TRUE
M1510,466,HORN,Wolfsbach-Langmais-Irren,"Wolfsbach II, Petersgraben, Lange-Mais-Irren",NA,TRUE
M1511,"77, 1071",MI,Wultendorf-Angerl,Grube Haas,NA,TRUE
M1512,NA,BM,Zábrdovice-areál Zbrojovky,NA,viděl jsem,TRUE
M1513,NA,BM,Zábrdovice-Přadlácká,Vranovská,NA,TRUE
M1514,14-44-11/14,OC,Zadní Újezd-Holubice,NA,NA,TRUE
M1515,14-44-11/12,OC,Zadní Újezd-intravilán,NA,NA,TRUE
M1516,14-44-11/13,OC,Zadní Újezd-Za humny,NA,NA,TRUE
M1517,NA,KM,Záhlinice-intravilán,NA,NA,TRUE
M1518,NA,KM,Záhlinice-U mlýna,"Skopalíkovo, Za Novákovým",NA,TRUE
M1519,NA,BH,Záhorská Bystrica-Devínske jazero,NA,"44-21-15 283, 38",TRUE
M1520,NA,BH,Záhorská Bystrica-Dievčí hrádok,NA,NA,TRUE
M1521,NA,BH,Záhorská Bystrica-Krče,NA,NA,TRUE
M1522,NA,BH,Záhorská Bystrica-Mást-Hrachovisko,i k.ú. Stupava,NA,TRUE
M1523,NA,BH,Záhorská Bystrica-Westpark I,NA,NA,TRUE
M1524,NA,BH,Záhorská Ves-hospodársky dvor JRD,NA,NA,TRUE
M1525,NA,BH,Záhorská Ves-JV obce,NA,NA,TRUE
M1526,34-23-02/21,BV,Zaječí-štěrkovna,"Babeschhölzel, Babašice",datace dle sas,TRUE
M1527,FT272,BO,Zakřany-Padělky u hřbitova,"Dolní padělky u hřbitova, Horní padělky u hřbitova",NA,TRUE
M1528,FT434,ZN,Zálesí u Bítova-Kopanina,U výšiny,NA,TRUE
M1529,FT374,KM,Zástřizly-Luky,NA,"MZM, Pa 1022/39",TRUE
M1530,FT437,KM,Zástřizly-Záviška,NA,uapp,TRUE
M1531,24-42-19/5,KM,Zborovice-Obora,okolo kaple sv. Anny,NA,TRUE
M1532,FT228,BO,Zbýšov u Oslavan-důl Anna,NA,NA,TRUE
M1533,24-23-05/10,PV,Zdětín na Moravě-Malá strana,NA,NA,TRUE
M1534,24-42-25/2,KM,Zdounky-Čtvrtě za chobotem,NA,NA,TRUE
M1535,24-42-25/1,KM,Zdounky-Ke Světlé,NA,NA,TRUE
M1536,748,HL,Zellerndorf-Ziegelei Hofstätter,Ferroton,"nejistá lokalizace, podle dolu na současné mapě",TRUE
M1537,A41,HORN,Zettlitz-Hofäcker,NA,NA,TRUE
M1538,833,WT,Ziernreith-Lissl,NA,NA,TRUE
M1539,834,HORN,Zissersdorf-Käferäcker,Lange Marter Feld,NA,TRUE
M1540,25-33-16/1,UH,Zlechov-Díly,NA,NA,TRUE
M1541,34-11-21/8,ZN,Znojmo-Hradiště,NA,NA,TRUE
M1542,FT238,ZN,Znojmo-Hradiště-Goldberg,NA,NA,TRUE
M1543,FT237,ZN,Znojmo-Hradiště-Velké panské,NA,NA,TRUE
M1544,FT246,ZN,Znojmo-město-Hakenova,cihelna u drahy za koste,JMZ,TRUE
M1545,NA,ZN,Znojmo-město-Horní náměstí,NA,"výskyt fragmentů KNP, bez vlastních objektů",TRUE
M1546,34-11-21/1,ZN,Znojmo-město-Hradní ul.,NA,NA,TRUE
M1547,34-11-21/5,ZN,Znojmo-město-Novosady,"ul.Jarošova, Palliardiho,",NA,TRUE
M1548,NA,ZN,Znojmo-město-Pazderky,NA,NA,TRUE
M1549,FT171,ZN,Znojmo-město-Pazderky II,NA,NA,TRUE
M1550,NA,ZN,Znojmo-město-U pramenů,NA,NA,TRUE
M1551,NA,BH,Zohor-Piesky,NA,NA,TRUE
M1552,NA,SU,Zvole u Zábřeha-stavba silnice,NA,NA,TRUE
M1553,"644, 645, 646",GF,Zwerndorf-,NA,NA,TRUE
M1554,749,GF,Zwerndorf-Dornparz,NA,NA,TRUE
M1555,643,GF,Zwerndorf-Untere Scheibäcker,NA,NA,TRUE
M1556,24-32-24/15,BM,Žabovřesky-Šmejkalova,NA,NA,TRUE
M1557,34-22-03/1,HO,Žádovice-Dolní újezd,"Dolni újezd, kravín",NA,TRUE
M1558,24-43-25/2,HO,Žarošice-Oulehle,NA,NA,TRUE
M1559,24-43-25/7,HO,Žarošice-Vrchní mlýn,NA,NA,TRUE
M1560,24-23-15/7,PV,Žárovice-Poddubí,NA,NA,TRUE
M1561,24-23-15/11,VY,Žbánov-Hradisko,NA,P.K. uvádí jako k.ú. Hamry,TRUE
M1562,24-23-10/16,VY,Žbánov-Terasa nad Hloučelou,"Ježův hrad, označováno jako Stínava",NA,TRUE
M1563,24-32-23/11,BM,Žebětín-Čihadla,NA,NA,TRUE
M1564,24-32-23/3,BM,Žebětín-Na Drdi,"dříve Na měšinách, ul. Měšiny, nyní ul Chrpová",NA,TRUE
M1565,FT230,BM,Žebětín-Pekárna,NA,NA,TRUE
M1566,24-32-23/2,BM,Žebětín-U křivé borovice,NA,NA,TRUE
M1567,25-13-13/4,PR,Želatovice u Přerova-Remíz,NA,NA,TRUE
M1568,24-42-02/1,PV,Želeč na Hané-Holcasy,NA,NA,TRUE
M1569,24-42-02/2,PV,Želeč na Hané-Ondrácko,NA,NA,TRUE
M1570,24-42-02/11,PV,Želeč na Hané-Široké,NA,NA,TRUE
M1571,14-44-18/4,OC,Želechovice u Uničova-intavilán,NA,NA,TRUE
M1572,14-44-18/4,OC,Želechovice u Uničova–obec,"dvůr a zahrada J. Škody, čp.21",NA,TRUE
M1573,24-34-14/8,BO,Želešice-Dvorecké,Hofäcker,NA,TRUE
M1574,FT253,BO,Želešice-V hojnarkách,NA,NA,TRUE
M1575,24-32-02/2,BO,Železné-Hradisko,NA,NA,TRUE
M1576,NA,BO,Železné-Záhomí,NA,NA,TRUE
M1577,24-22-23/5,OC,Žerůvky-intravilán,NA,NA,TRUE
M1578,NA,OC,Žerůvky-Ve starých trávníkách,NA,NA,TRUE
M1579,NA,OC,Žerůvky-Vyškrábané,NA,lokalizace podle stabilního katastru,TRUE
M1580,NA,BM,Židenice-cihelna,Vinohrady,NA,TRUE
M1581,25-31-04/8,KM,Žopy-Hrabí,"cihlena, Hrabjó, Chalópke, Střední a Horní Poddubí, Batschova cihlena = hliník = žopská (Mizerova) cihelna a cihlena kruhová = Pokorného cihlena",NA,TRUE
M1582,NA,KM,Žopy-Nad debří,NA,NA,TRUE
M1583,NA,BM,Židenice-Táborská,Vančurova,NA,TRUE
M1584,N,HO,Ždánice-Pašerova bouda,,NA,TRUE
M1585,N,VY,Snovídky-V hlubině,,NA,TRUE
